"longitude","latitude","GST"
"-12.0","52.0","11.88500874837242"
"38.0","52.0","4.614797973632835"
"21.0","50.0","8.196016438802106"
"9.0","49.0","9.59001871744794"
"25.0","49.0","7.159167480468772"
"3.0","48.0","10.635517374674501"
"4.0","48.0","10.639989217122418"
"-4.0","47.0","14.156181844075544"
"5.0","47.0","10.553913370768251"
"-7.0","46.0","14.799580891927105"
"30.0","46.0","11.21870524088544"
"16.0","44.0","11.52493591308596"
"1.0","43.0","8.548968505859397"
"15.0","41.0","13.43937174479169"
"22.0","41.0","10.670933024088564"
"27.0","38.0","18.343007405598982"
"13.0","35.0","22.169089762369815"
"34.0","35.0","22.685077921549503"
"15.0","34.0","22.9894470214844"
"36.0","29.0","19.38340555826825"
"-10.0","32.0","19.679109700520858"
"13.0","30.0","21.57694498697919"
"5.0","29.0","23.471600341796897"
"14.0","52.0","10.18138631184898"
"1.0","50.0","11.29920349121096"
"22.0","48.0","9.961873372395855"
"6.0","46.0","8.325810750325543"
"18.0","33.0","23.40926411946617"
"17.0","42.0","18.63587849934898"
"3.0","41.0","18.746050008138045"
"-10.0","39.0","16.749768066406272"
"23.0","39.0","15.681355794270855"
"-12.0","38.0","18.141990152994815"
"24.0","37.0","20.066326904296897"
"-11.0","35.0","19.682381184895856"
"3.0","34.0","17.101922607421898"
"-4.0","33.0","16.07550455729169"
"24.0","31.0","22.10882263183596"
"-11.0","30.0","20.494275919596376"
"-2.0","30.0","22.369277954101584"
"9.0","30.0","22.70745035807294"
"-6.0","29.0","23.065454101562523"
"7.0","29.0","23.500408935546897"
"8.0","32.0","22.05794881184898"
"-4.0","52.0","8.838016764322939"
"18.0","52.0","8.803192138671898"
"-5.0","51.0","12.439932250976586"
"22.0","51.0","7.996912638346377"
"-4.0","45.0","15.694385782877626"
"34.0","45.0","10.329682413737002"
"35.0","45.0","11.106472778320335"
"3.0","44.0","9.116652425130232"
"0.0","42.0","12.639890543619815"
"17.0","40.0","19.97201131184898"
"2.0","39.0","20.403476969401066"
"18.0","38.0","20.580895996093773"
"6.0","37.0","19.350470987955752"
"7.0","36.0","15.724874877929711"
"19.0","36.0","21.79037984212242"
"6.0","31.0","22.819623819987"
"32.0","33.0","22.976675415039086"
"2.0","32.0","20.331248982747418"
"11.0","32.0","21.50537109375002"
"10.0","50.0","8.863144938151065"
"-10.0","49.0","13.253240966796898"
"28.0","48.0","8.319601440429711"
"1.0","46.0","11.149970499674502"
"21.0","46.0","11.60515543619794"
"-3.0","45.0","15.66626892089846"
"-5.0","44.0","16.523892211914085"
"4.0","44.0","12.00069986979169"
"30.0","44.0","14.789243570963565"
"10.0","43.0","18.540041097005233"
"-1.0","33.0","15.65563863118492"
"28.0","41.0","15.310445149739605"
"-1.0","40.0","11.827526855468772"
"32.0","40.0","10.63114929199221"
"-13.0","39.0","17.829710896809917"
"11.0","39.0","20.208879597981795"
"29.0","39.0","11.669219970703148"
"-3.0","38.0","14.085540771484398"
"34.0","38.0","11.112170410156272"
"16.0","35.0","22.383788045247417"
"28.0","34.0","21.991831461588564"
"-5.0","31.0","21.710773722330753"
"-13.0","32.0","20.697659301757835"
"27.0","43.0","10.944432576497418"
"30.0","51.0","6.562916056315127"
"0.0","49.0","10.445954386393252"
"12.0","49.0","8.716962687174503"
"17.0","47.0","10.32407633463544"
"32.0","47.0","9.464426676432314"
"-9.0","46.0","14.856514485677106"
"22.0","44.0","8.782082112630231"
"19.0","43.0","6.53627624511721"
"37.0","43.0","15.401910400390648"
"12.0","42.0","17.568423461914087"
"23.0","42.0","8.304822794596378"
"31.0","42.0","16.3563415527344"
"-8.0","36.0","19.38110961914065"
"10.0","36.0","19.710748291015648"
"20.0","34.0","22.717671712239607"
"29.0","32.0","22.841978963216167"
"30.0","31.0","23.406239827473982"
"16.0","30.0","23.27173767089846"
"9.0","29.0","22.814709472656272"
"24.0","33.0","22.619226074218773"
"-3.0","52.0","8.50741373697919"
"35.0","52.0","4.8650685628255435"
"4.0","51.0","10.21789449055992"
"-8.0","50.0","12.886659749348981"
"27.0","50.0","6.724853515625023"
"37.0","50.0","6.092842610677106"
"16.0","49.0","7.995383707682314"
"31.0","49.0","7.1515665690104395"
"-1.0","47.0","11.384393310546898"
"18.0","45.0","10.748068237304711"
"-8.0","43.0","11.274428304036482"
"-10.0","42.0","16.007304890950543"
"13.0","38.0","18.359526570638042"
"35.0","38.0","9.126059977213565"
"-7.0","37.0","18.714985148112003"
"27.0","36.0","20.974890136718773"
"37.0","36.0","18.934947713216168"
"-7.0","31.0","15.650459798177106"
"0.0","30.0","22.185577392578146"
"33.0","29.0","24.586987304687522"
"21.0","52.0","8.077244059244814"
"33.0","51.0","5.899016316731793"
"34.0","51.0","5.703178914388044"
"30.0","50.0","6.665306599934919"
"7.0","49.0","9.468005371093772"
"36.0","49.0","7.09655456542971"
"31.0","48.0","8.106653849283877"
"29.0","45.0","12.134369913737002"
"25.0","44.0","11.549382527669293"
"4.0","43.0","16.7502624511719"
"-9.0","38.0","17.033899943033877"
"35.0","37.0","17.987769571940127"
"4.0","36.0","15.512554931640647"
"27.0","35.0","21.045154825846378"
"-10.0","34.0","20.27915242513023"
"23.0","34.0","22.075982666015648"
"-12.0","33.0","20.408649698893253"
"38.0","33.0","19.17547607421877"
"-1.0","32.0","19.333794148763044"
"-3.0","31.0","21.402627563476585"
"35.0","31.0","21.9316589355469"
"26.0","42.0","12.622808837890648"
"19.0","52.0","8.50820719401044"
"8.0","51.0","8.227236938476585"
"28.0","50.0","6.548487345377627"
"17.0","49.0","9.07637125651044"
"32.0","49.0","7.397679646809919"
"22.0","46.0","10.489370727539086"
"10.0","45.0","11.920227050781273"
"31.0","44.0","14.897449747721376"
"28.0","43.0","13.286082967122418"
"-13.0","41.0","16.99311726888023"
"-11.0","40.0","17.01094360351565"
"13.0","40.0","19.865613810221376"
"-5.0","39.0","14.788990275065126"
"6.0","39.0","19.832368977864608"
"28.0","36.0","21.30417378743492"
"9.0","35.0","17.649273681640647"
"-7.0","32.0","17.72360026041669"
"4.0","32.0","21.831783040364606"
"6.0","32.0","22.634107462565126"
"31.0","31.0","24.13704223632815"
"17.0","30.0","23.182506306966168"
"37.0","52.0","4.60828552246096"
"-1.0","49.0","11.026059977213565"
"-13.0","48.0","13.886732991536482"
"2.0","48.0","10.837970987955751"
"-3.0","47.0","14.219257609049501"
"13.0","47.0","1.4243479410807518"
"15.0","46.0","8.295889282226586"
"12.0","44.0","12.029184977213564"
"23.0","44.0","10.705132039388044"
"29.0","41.0","16.071223958333356"
"-3.0","40.0","12.714725748697939"
"-2.0","40.0","11.048677571614606"
"16.0","37.0","21.682267252604188"
"20.0","36.0","21.6568786621094"
"33.0","35.0","20.049636840820334"
"2.0","34.0","15.186597696940128"
"25.0","33.0","22.604781087239605"
"34.0","33.0","23.328850301106794"
"-5.0","32.0","14.938870239257835"
"-4.0","29.0","23.142437744140647"
"29.0","52.0","6.241277058919294"
"0.0","48.0","10.888653564453147"
"16.0","48.0","7.829040527343773"
"-9.0","45.0","15.346897379557314"
"13.0","44.0","16.779743448893253"
"1.0","38.0","20.355320231119816"
"-4.0","37.0","15.327466837565128"
"-3.0","37.0","14.456093343098981"
"-5.0","36.0","19.665124511718773"
"3.0","36.0","15.430647786458357"
"10.0","35.0","20.41287333170575"
"19.0","35.0","22.335797119140647"
"12.0","34.0","23.016065470377626"
